id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_360_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_360_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_361_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_361_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_362_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_362_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_363_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_363_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_364_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_364_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_365_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_365_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_366_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_366_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	3	15	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_387_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_387_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	2	6	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_388_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_388_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	2	6	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_389_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_389_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	2	6	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_390_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_390_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	2	6	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_391_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_391_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	2	6	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_392_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2008_392_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	2	6	-17.88	-38.94	decimal degrees
