id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_12_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_12_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_13_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_13_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_14_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_14_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_15_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_15_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_16_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_16_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_17_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_17_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_18_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_18_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_19_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_19_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_20_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2007_20_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_21_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_21_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_22_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_22_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_23_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_23_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_24_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_24_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_25_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_25_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_26_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_26_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_27_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_27_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_28_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_28_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_29_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_29_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_30_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2008_30_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_31_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_31_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_32_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_32_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_33_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_33_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_34_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_34_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_35_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_35_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_36_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_36_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_37_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_37_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_38_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_38_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_39_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_39_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_40_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2013_40_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_41_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_41_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_42_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_42_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_43_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_43_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_44_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_44_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_45_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_45_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_46_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_46_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_47_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_47_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_48_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_48_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_49_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_49_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_50_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2014_50_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_51_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_51_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
