id	measurementType	measurementValue	measurementUnit
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	6.67	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	30	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	13.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	23.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	56.67	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	3.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	3.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	20	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	43.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	23.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	70	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	73.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	16.67	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	3.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	60	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	23.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	13.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	40	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	20	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	26.67	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	23.33	dimensionless
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Percentage cover	53.33	dimensionless
