id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	higherGeography	country	countryCode	locality	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI03	PI03	15	15	-6.00508333333333	-35.0326111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI03	PI03	15	15	-6.00508333333333	-35.0326111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI03	PI03	15	15	-6.00508333333333	-35.0326111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI03	PI03	15	15	-6.00508333333333	-35.0326111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI03	PI03	15	15	-6.00508333333333	-35.0326111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI03_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI03	PI03	15	15	-6.00508333333333	-35.0326111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI04_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-13	2016	BrazilianCoast	Brazil	BR	PI04	PI04	12	12	-6.00061111111111	-35.0342777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-03-15	2017	BrazilianCoast	Brazil	BR	PI05	PI05	12	12	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-03-15	2017	BrazilianCoast	Brazil	BR	PI05	PI05	12	12	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-03-15	2017	BrazilianCoast	Brazil	BR	PI05	PI05	12	12	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-03-15	2017	BrazilianCoast	Brazil	BR	PI05	PI05	12	12	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI05_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-03-15	2017	BrazilianCoast	Brazil	BR	PI05	PI05	12	12	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M01_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-09	2017	BrazilianCoast	Brazil	BR	M01	M01	17	17	-4.75895833333333	-36.6943416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-10	2017	BrazilianCoast	Brazil	BR	M04	M04	20	20	-4.74956111111111	-36.6660527777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-10	2017	BrazilianCoast	Brazil	BR	M04	M04	20	20	-4.74956111111111	-36.6660527777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-10	2017	BrazilianCoast	Brazil	BR	M04	M04	20	20	-4.74956111111111	-36.6660527777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M04_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-10	2017	BrazilianCoast	Brazil	BR	M04	M04	20	20	-4.74956111111111	-36.6660527777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M05_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-14	2017	BrazilianCoast	Brazil	BR	M05	M05	28	28	-4.76833611111111	-36.6110277777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-15	2017	BrazilianCoast	Brazil	BR	M06	M06	28	28	-4.75556111111111	-36.6105333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-15	2017	BrazilianCoast	Brazil	BR	M06	M06	28	28	-4.75556111111111	-36.6105333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-15	2017	BrazilianCoast	Brazil	BR	M06	M06	28	28	-4.75556111111111	-36.6105333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-15	2017	BrazilianCoast	Brazil	BR	M06	M06	28	28	-4.75556111111111	-36.6105333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M06_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-10-15	2017	BrazilianCoast	Brazil	BR	M06	M06	28	28	-4.75556111111111	-36.6105333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M08_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M08	M08	28	28	-4.76951944444444	-36.5771027777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M10_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M10_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M10	M10	25	25	-4.76111666666667	-36.5756444444444	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M10_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M10_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M10	M10	25	25	-4.76111666666667	-36.5756444444444	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M10_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_M10_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2017-09-16	2017	BrazilianCoast	Brazil	BR	M10	M10	25	25	-4.76111666666667	-36.5756444444444	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM01_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM01_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-07-15	2016	BrazilianCoast	Brazil	BR	PM01	PM01	12	12	-4.86849444444444	-36.6527222222222	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM01_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM01_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-07-15	2016	BrazilianCoast	Brazil	BR	PM01	PM01	12	12	-4.86849444444444	-36.6527222222222	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-08-27	2016	BrazilianCoast	Brazil	BR	PM02	PM02	22	22	-4.80167777777778	-36.6847361111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:portodomangue_PM02_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-08-27	2016	BrazilianCoast	Brazil	BR	PM02	PM02	22	22	-4.80167777777778	-36.6847361111111	decimal degrees
