id	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	island	country	countryCode	locality	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat10trindade_Farrilhoes_2017_8_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat10trindade_Farrilhoes_2017_8_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat1trindade_Farrilhoes_2017_8_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat1trindade_Farrilhoes_2017_8_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat2trindade_Farrilhoes_2017_8_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat2trindade_Farrilhoes_2017_8_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat3trindade_Farrilhoes_2017_8_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat3trindade_Farrilhoes_2017_8_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat4trindade_Farrilhoes_2017_8_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat4trindade_Farrilhoes_2017_8_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat5trindade_Farrilhoes_2017_8_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat5trindade_Farrilhoes_2017_8_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat6trindade_Farrilhoes_2017_8_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat6trindade_Farrilhoes_2017_8_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat7trindade_Farrilhoes_2017_8_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat7trindade_Farrilhoes_2017_8_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat8trindade_Farrilhoes_2017_8_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat8trindade_Farrilhoes_2017_8_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat9trindade_Farrilhoes_2017_8_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2017_trindadeFarrilhoes2017Medio2Quadrat9trindade_Farrilhoes_2017_8_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat1trindade_Farrilhoes_2013_8.5_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat1trindade_Farrilhoes_2013_8.5_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat2trindade_Farrilhoes_2013_8.5_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat2trindade_Farrilhoes_2013_8.5_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat3trindade_Farrilhoes_2013_8.5_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat3trindade_Farrilhoes_2013_8.5_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat4trindade_Farrilhoes_2013_8.5_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat4trindade_Farrilhoes_2013_8.5_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat5trindade_Farrilhoes_2013_8.5_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat5trindade_Farrilhoes_2013_8.5_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat6trindade_Farrilhoes_2013_8.5_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat6trindade_Farrilhoes_2013_8.5_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat7trindade_Farrilhoes_2013_8.5_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat7trindade_Farrilhoes_2013_8.5_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat8trindade_Farrilhoes_2013_8.5_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat8trindade_Farrilhoes_2013_8.5_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat9trindade_Farrilhoes_2013_8.5_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Raso1Quadrat9trindade_Farrilhoes_2013_8.5_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat10trindade_Farrilhoes_2015_10_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat10trindade_Farrilhoes_2015_10_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat1trindade_Farrilhoes_2015_10_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat1trindade_Farrilhoes_2015_10_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat2trindade_Farrilhoes_2015_10_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat2trindade_Farrilhoes_2015_10_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat3trindade_Farrilhoes_2015_10_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat3trindade_Farrilhoes_2015_10_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat4trindade_Farrilhoes_2015_10_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat4trindade_Farrilhoes_2015_10_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat5trindade_Farrilhoes_2015_10_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat5trindade_Farrilhoes_2015_10_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat6trindade_Farrilhoes_2015_10_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat6trindade_Farrilhoes_2015_10_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat7trindade_Farrilhoes_2015_10_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat7trindade_Farrilhoes_2015_10_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat8trindade_Farrilhoes_2015_10_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat8trindade_Farrilhoes_2015_10_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat9trindade_Farrilhoes_2015_10_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Medio2Quadrat9trindade_Farrilhoes_2015_10_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat1trindade_Farrilhoes_2013_13_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat1trindade_Farrilhoes_2013_13_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat2trindade_Farrilhoes_2013_13_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat2trindade_Farrilhoes_2013_13_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat3trindade_Farrilhoes_2013_13_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat3trindade_Farrilhoes_2013_13_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat4trindade_Farrilhoes_2013_13_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat4trindade_Farrilhoes_2013_13_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat5trindade_Farrilhoes_2013_13_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat5trindade_Farrilhoes_2013_13_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat6trindade_Farrilhoes_2013_13_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat6trindade_Farrilhoes_2013_13_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat7trindade_Farrilhoes_2013_13_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat7trindade_Farrilhoes_2013_13_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat8trindade_Farrilhoes_2013_13_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat8trindade_Farrilhoes_2013_13_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat9trindade_Farrilhoes_2013_13_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Medio2Quadrat9trindade_Farrilhoes_2013_13_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat10trindade_Farrilhoes_2013_15_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat10trindade_Farrilhoes_2013_15_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat1trindade_Farrilhoes_2013_15_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat1trindade_Farrilhoes_2013_15_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat2trindade_Farrilhoes_2013_15_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat2trindade_Farrilhoes_2013_15_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat3trindade_Farrilhoes_2013_15_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat3trindade_Farrilhoes_2013_15_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat4trindade_Farrilhoes_2013_15_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat4trindade_Farrilhoes_2013_15_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat5trindade_Farrilhoes_2013_15_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat5trindade_Farrilhoes_2013_15_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat6trindade_Farrilhoes_2013_15_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat6trindade_Farrilhoes_2013_15_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat7trindade_Farrilhoes_2013_15_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat7trindade_Farrilhoes_2013_15_Quadrat7	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat8trindade_Farrilhoes_2013_15_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat8trindade_Farrilhoes_2013_15_Quadrat8	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat9trindade_Farrilhoes_2013_15_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2013_trindadeFarrilhoes2013Fundo3Quadrat9trindade_Farrilhoes_2013_15_Quadrat9	BR:PELD-ILOC:Trindade_Farilhoes_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat10trindade_Farrilhoes_2015_15_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat10trindade_Farrilhoes_2015_15_Quadrat10	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat1trindade_Farrilhoes_2015_15_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat1trindade_Farrilhoes_2015_15_Quadrat1	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat2trindade_Farrilhoes_2015_15_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat2trindade_Farrilhoes_2015_15_Quadrat2	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat3trindade_Farrilhoes_2015_15_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat3trindade_Farrilhoes_2015_15_Quadrat3	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat4trindade_Farrilhoes_2015_15_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat4trindade_Farrilhoes_2015_15_Quadrat4	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat5trindade_Farrilhoes_2015_15_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat5trindade_Farrilhoes_2015_15_Quadrat5	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat6trindade_Farrilhoes_2015_15_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2015_trindadeFarrilhoes2015Fundo3Quadrat6trindade_Farrilhoes_2015_15_Quadrat6	BR:PELD-ILOC:Trindade_Farilhoes_2015	Photoquadrats 50 X 50cm	0.25	square meter	10	2015	Trindade	Brazil	BR	Farilhoes	decimal degrees	-20.522423	-29.331352	WGS84
