id	language	bibliographicCitation	basisOfRecord	occurrenceID	recordedBy	organismQuantityType	occurrenceStatus	eventID	verbatimIdentification	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_42	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video1_occ42	Renato A Morais	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_42	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_43	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video2_occ43	Renato A Morais	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_43	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_44	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video1_occ44	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_44	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_45	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video2_occ45	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_45	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_46	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video1_occ46	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_46	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_47	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video2_occ47	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_47	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video3_48	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video3_occ48	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video3_48	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video4_49	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video4_occ49	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video4_49	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video5_50	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video5_occ50	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video5_50	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_51	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Video2_occ51	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_51	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem1_52	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Filmagem1_occ52		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem1_52	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem2_53	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Filmagem2_occ53		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem2_53	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem4_54	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_conceicao_2011_Filmagem4_occ54		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem4_54	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video1_55	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video1_occ55		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video1_55	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video1_56	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video1_occ56	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video1_56	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video2_57	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video2_occ57	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video2_57	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video3_58	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video3_occ58	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video3_58	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video4_59	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video4_occ59	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video4_59	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video5_60	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video5_occ60	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video5_60	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video6_61	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video6_occ61	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video6_61	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video7_62	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video7_occ62	Thiago C Mendes	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video7_62	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video3_63	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video3_occ63	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video3_63	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video5_64	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video5_occ64	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video5_64	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video6_65	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video6_occ65	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video6_65	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video12_66	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video12_occ66		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video12_66	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video13_67	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video13_occ67		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video13_67	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video14_68	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video14_occ68		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video14_68	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video15_69	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video15_occ69		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video15_69	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video17_70	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video17_occ70		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video17_70	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video23_71	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video23_occ71	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video23_71	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video24_72	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video24_occ72	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video24_72	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video25_73	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video25_occ73	Júlia Correia	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video25_73	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video3_74	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video3_occ74		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video3_74	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video5_75	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video5_occ75		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video5_75	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
