id	language	bibliographicCitation	basisOfRecord	occurrenceID	recordedBy	organismQuantityType	occurrenceStatus	eventID	verbatimIdentification	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video1_198	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video1_occ198	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video1_198	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video6_199	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video6_occ199	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video6_199	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video2_200	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video2_occ200	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video2_200	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_201	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video3_occ201	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_201	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video1_202	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video1_occ202	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video1_202	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video4_203	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video4_occ203	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video4_203	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video2_204	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video2_occ204	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video2_204	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_205	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video3_occ205	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_205	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_206	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video3_occ206	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_206	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video4_207	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video4_occ207	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video4_207	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video4_208	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video4_occ208	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video4_208	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video1_209	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video1_occ209	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video1_209	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video2_210	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video2_occ210	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video2_210	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_211	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video1_occ211	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_211	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_212	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video1_occ212	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_212	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_213	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video2_occ213	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_213	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_214	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video2_occ214	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_214	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_215	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video3_occ215	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_215	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_216	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video3_occ216	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_216	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_217	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video4_occ217	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_217	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_218	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video4_occ218	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_218	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_219	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video5_occ219	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_219	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_220	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video5_occ220	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_220	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video6_221	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video6_occ221	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video6_221	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_222	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video1_occ222	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_222	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video7_223	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video7_occ223	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video7_223	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_224	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video2_occ224	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_224	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video8_225	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video8_occ225	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video8_225	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video9_226	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video9_occ226	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video9_226	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_227	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video4_occ227	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_227	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_228	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video5_occ228	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_228	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_229	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video2_occ229	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_229	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_230	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video3_occ230	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_230	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video7_231	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_diogo_2010_Video7_occ231	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video7_231	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_232	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video1_occ232	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_232	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_233	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video1_occ233	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_233	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_234	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video2_occ234	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_234	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_235	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video2_occ235	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_235	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_236	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video3_occ236	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_236	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
